"Address","Zip","District","TotalRecords","SevereConditions","DisplacementNotices","RedevelopPermits","ExemptionPermits","NoHeatComplaints","NoWaterComplaints","SewageComplaints","EvictionNotices","OpenUnresolved","YearsActive","Typology","chronic_severe","severe_plus_rdev","disp_plus_rdev"
"721 4TH AVE N","98109","7","1","0","0","0","0","0","0","0","0","1","2025","Other","0","0","0"
"1115 MCGILVRA BLVD E","98112","3","3","0","0","0","0","0","0","0","0","0","2006;2010","Other","0","0","0"
"4122 CASCADIA AVE S","98118","2","2","0","0","0","0","0","0","0","0","0","2007","Other","0","0","0"
"721 M L KING JR WAY S","98144","3","2","0","0","0","0","0","0","0","0","0","2009","Other","0","0","0"
"712 N 100TH ST","98133","5","1","0","0","0","0","0","0","0","0","0","2022","Other","0","0","0"
"128 LAKE WASHINGTON BLVD E","98112","3","4","0","0","0","0","0","0","0","0","0","2006;2009","Other","0","0","0"
"8250 5TH AVE S","98108","1","2","0","0","0","0","0","0","0","0","0","2025","Other","0","0","0"
"2510 NE 65TH ST","98115","4","2","0","1","0","0","0","0","0","0","0","2012;2013","Other","0","0","0"
"520 2ND AVE W","98119","7","2","0","0","0","0","0","0","0","0","0","2021;2025","Other","0","0","0"
"4338 SW TRENTON ST","98136","1","1","0","0","0","0","0","0","0","0","0","2005","Other","0","0","0"
"117 27TH AVE","98122","3","2","0","0","0","0","0","0","0","0","0","2014","Other","0","0","0"
"7724 31ST AVE NW","98117","6","1","0","0","0","0","0","0","0","0","0","2021","Other","0","0","0"
"2744 NE 54TH ST","98105","4","4","0","0","0","0","0","0","0","0","0","2008","Other","0","0","0"
"2601 21ST AVE S","98144","2","2","0","0","0","0","0","0","0","0","0","2010","Other","0","0","0"
"5030 DELRIDGE WAY SW","98106","1","2","0","0","0","0","0","0","0","0","0","2007","Other","0","0","0"
"2648 NW 57TH ST","98107","6","1","0","1","0","0","0","0","0","0","0","2007","Other","0","0","0"
"322 N 73RD ST","98103","6","2","0","0","0","0","0","0","0","0","0","2015;2024","Other","0","0","0"
"9737 HOLMAN RD NW","98117","5","5","0","0","0","0","0","0","0","0","0","2017;2023;2024","Other","0","0","0"
"3415 NW 71ST ST","98117","6","2","0","0","0","0","0","0","0","0","0","2017","Other","0","0","0"
"3200 NE 45TH PL","98105","4","1","0","0","0","0","0","0","0","0","0","2021","Other","0","0","0"
"1403 SW CAMBRIDGE ST","98106","1","6","0","0","0","0","0","0","0","0","1","2015;2024","Other","0","0","0"
"8428 ISLAND DR S","98118","2","7","0","0","6","0","0","0","1","0","2","2019","Other","0","0","0"
"84 S ATLANTIC ST","98134","1","1","0","0","0","0","0","0","0","0","0","2025","Other","0","0","0"
"8117 10TH AVE S","98108","1","2","0","0","0","0","0","0","0","0","1","2019;2023","Other","0","0","0"
"3500 CARR PL N","98103","4","1","0","0","0","0","0","0","0","0","0","2025","Other","0","0","0"
"3404 E WARD ST","98112","3","1","0","0","0","0","0","0","0","0","0","2020","Other","0","0","0"
"521 DEXTER AVE N","98109","7","1","0","0","0","0","0","0","0","0","0","2023","Other","0","0","0"
"2913 S ATLANTIC ST","98144","2","1","0","0","0","0","0","0","0","0","0","2008","Other","0","0","0"
"3614 WOODLAND PARK AVE N","98103","4","1","0","0","0","0","0","0","0","0","0","2011","Other","0","0","0"
"3017 E ALDER ST","98122","3","3","0","0","0","0","0","0","0","0","1","2009;2025","Other","0","0","0"
"2219 W BERTONA ST","98199","7","1","0","0","0","0","0","0","0","0","0","2024","Other","0","0","0"
"914 15TH AVE","98122","3","4","0","1","0","0","0","0","0","0","0","2015;2023;2024;2025","Other","0","0","0"
"3652 24TH AVE S","98144","2","1","0","0","0","0","0","0","0","0","0","2025","Other","0","0","0"
"832 NW 63RD ST","98107","6","3","0","0","0","0","0","0","0","0","1","2004;2023","Other","0","0","0"
"2011 5TH AVE N","98109","7","1","0","0","0","0","0","0","0","0","0","2024","Other","0","0","0"
"14023 STONE AVE N","98133","5","1","0","0","0","0","0","0","0","0","0","2011","Other","0","0","0"
"6429 23RD AVE S","98108","2","1","0","0","0","0","0","0","0","0","0","2008","Other","0","0","0"
"5909 32ND AVE SW","98126","1","7","0","0","0","0","0","0","0","0","0","2015;2016;2019;2020;2021","Other","0","0","0"
"1720 VICTORIA AVE SW","98126","1","1","0","0","0","0","0","0","0","0","0","2009","Other","0","0","0"
"3719 MERIDIAN AVE N","98103","4","1","0","0","0","0","0","0","0","0","0","2010","Other","0","0","0"
"4500 LINDEN AVE N","98103","6","1","0","0","0","0","0","0","0","0","0","2009","Other","0","0","0"
"5317 6TH AVE NW","98107","6","2","0","0","0","0","0","0","0","0","0","2007","Other","0","0","0"
"2618 E OLIVE ST","98122","3","1","0","0","0","0","0","0","0","0","0","2014","Other","0","0","0"
"503 NE 82ND ST","98115","4","2","0","0","0","0","0","0","0","0","0","2018","Other","0","0","0"
"2201 NW 61ST ST","98107","6","3","0","1","0","0","0","0","0","0","0","2013;2016;2017","Other","0","0","0"
"192 YESLER WAY","","1","1","0","0","0","0","0","0","0","0","0","2023","Other","0","0","0"
"4825 S ORCHARD ST","98118","2","2","0","0","0","0","0","0","0","0","0","2017;2022","Other","0","0","0"
"5036 37TH AVE NE","98105","4","2","0","0","0","0","0","0","0","0","0","2006","Other","0","0","0"
"5647 40TH AVE W","98199","6","1","0","0","0","0","0","0","0","0","0","2022","Other","0","0","0"
"6750 RAINIER AVE S","98118","2","1","0","0","0","0","0","0","0","0","0","2024","Other","0","0","0"
"3206 SW 97TH ST","98126","1","1","0","0","0","0","0","0","0","0","0","2021","Other","0","0","0"
"2318 PERKINS LN W","98199","6","1","0","0","0","0","0","0","0","0","0","2009","Other","0","0","0"
"7528 35TH AVE NE","98115","4","3","0","0","0","0","0","0","0","0","0","2005;2013","Other","0","0","0"
"2624 E OLIVE ST","98122","3","8","0","0","0","0","0","0","0","0","0","2008;2021;2024","Other","0","0","0"
"1307 N NORTHGATE WAY","98133","5","8","0","1","0","0","0","0","0","0","1","2008;2016;2017;2025","Other","0","0","0"
"8845 17TH AVE SW","98106","1","7","0","0","0","0","0","0","0","0","0","2004;2016;2017","Other","0","0","0"
"5803 57TH AVE NE","98105","4","2","0","0","0","0","0","0","0","0","0","2012;2021","Other","0","0","0"
"4708 NE 47TH ST","98105","4","3","0","0","0","0","0","0","0","0","0","2012","Other","0","0","0"
"4122 23RD AVE SW","98106","1","1","0","0","0","0","0","0","1","0","1","2025","Other","0","0","0"
"5421 60TH AVE NE","98105","4","4","0","0","0","0","0","0","0","0","0","2009","Other","0","0","0"
"8534 PHINNEY AVE N","98103","6","2","0","0","0","0","0","0","0","0","0","2010","Other","0","0","0"
"2040 NW 59TH ST","98107","6","2","0","0","0","0","0","0","0","0","0","2024","Other","0","0","0"
"6017 FAUNTLEROY WAY SW","98136","1","3","0","0","0","0","0","0","0","0","0","2019;2020;2023","Other","0","0","0"
"8212 MERIDIAN AVE N","98103","6","2","0","0","0","0","0","0","0","0","0","2012","Other","0","0","0"
"5511 UNIVERSITY WAY NE","98105","4","1","0","0","0","0","0","0","0","0","0","2023","Other","0","0","0"
"1813 TAYLOR AVE N","98109","7","1","0","0","0","0","0","0","0","0","0","2023","Other","0","0","0"
"1935 31ST AVE W","98199","6","1","0","0","0","0","0","0","0","0","0","2006","Other","0","0","0"
"1623 A 15TH AVE","98122","3","3","0","0","0","0","0","0","0","0","0","2013","Other","0","0","0"
"88 E HAMLIN ST","98102","3","3","0","0","3","0","0","0","0","0","0","2007;2024","Other","0","0","0"
"6611 AURORA AVE N","98103","6","1","0","0","0","0","0","0","0","0","0","2022","Other","0","0","0"
"8806 42ND AVE SW","98136","1","1","0","0","0","0","0","0","0","0","0","2023","Other","0","0","0"
"7106 WOODLAWN AVE NE","","6","1","0","0","0","0","0","0","0","0","0","2018","Other","0","0","0"
"13027 ASHWORTH AVE N","98133","5","2","0","0","0","0","0","0","0","0","0","2004","Other","0","0","0"
"7211 34TH AVE NW","98117","6","3","0","0","0","0","0","0","0","0","0","2004","Other","0","0","0"
"1710 A N 47TH ST","98103","4","2","0","0","0","0","0","0","0","0","1","2022","Other","0","0","0"
"9040 BURKE AVE N","","5","1","0","0","0","0","0","0","0","0","0","2022","Other","0","0","0"
"4053 2ND AVE NE","98105","4","4","0","0","0","0","0","0","0","0","0","2004;2024","Other","0","0","0"
"5404 NE WINDERMERE RD","98105","4","1","0","0","0","0","0","0","0","0","0","2008","Other","0","0","0"
"1827 S LANE ST","98144","3","2","0","0","0","0","0","0","0","0","0","2010","Other","0","0","0"
"11727 GREENWOOD AVE N","98133","5","3","0","0","0","0","0","0","0","0","1","2019;2022","Other","0","0","0"
"9410 49TH AVE S","98118","2","2","0","0","0","0","0","0","0","0","2","2024","Other","0","0","0"
"2488 SW WEBSTER ST","98106","1","1","0","0","0","0","0","0","0","0","0","2017","Other","0","0","0"
"3909 NE 105TH ST","98125","5","1","0","0","0","0","0","0","0","0","0","2023","Other","0","0","0"
"742 S ROSE ST","98108","1","1","0","0","0","0","0","0","0","0","0","2019","Other","0","0","0"
"335 B 16TH AVE E","98112","3","1","0","0","0","0","0","0","0","0","0","2017","Other","0","0","0"
"7512 CALIFORNIA AVE SW","98136","1","3","0","0","0","0","0","0","0","0","0","2019;2020","Other","0","0","0"
"13416 26TH AVE NE","98125","5","1","0","0","0","0","0","0","0","0","1","2023","Other","0","0","0"
"7508 56TH AVE NE","98115","4","2","0","2","0","0","0","0","0","2","1","2024","Other","0","0","0"
"333 16TH AVE","98122","3","1","0","0","0","0","0","0","0","0","0","2025","Other","0","0","0"
"2539 30TH AVE W","98199","6","2","0","0","0","0","0","0","0","0","0","2007;2008","Other","0","0","0"
"4338 LATONA AVE NE","98105","4","3","0","0","0","0","0","0","0","0","0","2005;2015","Other","0","0","0"
"419 FEDERAL AVE E","98102","3","1","0","0","0","0","0","0","0","0","0","2005","Other","0","0","0"
"11200 1ST AVE NE","98125","5","1","0","0","0","0","0","0","0","0","0","2003","Other","0","0","0"
"3420 NW 72ND ST","98117","6","2","0","0","0","0","0","0","0","0","0","2009","Other","0","0","0"
"7018 30TH AVE NE","98115","4","1","0","0","0","0","0","0","0","0","0","2017","Other","0","0","0"
"413 31ST AVE","98122","3","1","0","0","0","0","0","0","0","0","1","2025","Other","0","0","0"
"9622 5TH AVE NE","98115","5","1","0","0","0","0","0","0","0","0","0","2016","Other","0","0","0"
"902 W FULTON ST","98119","7","1","0","0","0","0","0","0","0","0","0","2015","Other","0","0","0"
"6734 16TH AVE NW","98117","6","2","0","0","0","0","0","0","0","0","0","2005;2006","Other","0","0","0"
"2905 S ESTELLE ST","98144","2","9","0","0","0","0","0","0","0","0","0","2009;2013;2014;2024;2025","Other","0","0","0"
"1808 E CHERRY ST","98122","3","2","0","0","0","0","0","0","0","0","0","2006","Other","0","0","0"
"6233 54TH AVE NE","98115","4","1","0","0","0","0","0","0","0","0","0","2020","Other","0","0","0"
"4031 WHITMAN AVE N","98103","4","3","0","1","0","0","0","0","0","0","0","2019;2020","Other","0","0","0"
"5606 39TH AVE W","98199","6","1","0","0","0","0","0","0","0","0","0","2016","Other","0","0","0"
"833 NE 67TH ST","98115","4","8","0","0","0","0","0","0","0","0","0","2015;2016;2017","Other","0","0","0"
"315 VALLEY ST","98109","7","2","0","0","0","0","0","0","0","0","1","2022","Other","0","0","0"
"111 NE 45TH ST","","4","1","0","0","0","0","0","0","0","0","0","2025","Other","0","0","0"
"217 PINE ST","98101","7","2","0","1","0","0","0","0","0","0","0","2009;2020","Other","0","0","0"
"1609 E ALDER ST","98122","3","1","0","0","0","0","0","0","0","0","1","2024","Other","0","0","0"
"205 16TH AVE","98122","3","2","0","1","0","0","0","0","0","0","1","2015;2018","Other","0","0","0"
"3932 S CLOVERDALE ST","98118","2","2","0","0","0","0","0","0","0","0","0","2023","Other","0","0","0"
"5403 27TH AVE NE","98105","4","1","0","0","0","0","0","0","0","0","0","2024","Other","0","0","0"
"515 N 68TH ST","98103","6","1","0","0","0","0","0","0","0","0","1","2025","Other","0","0","0"
"705 N 97TH ST","98103","5","1","0","0","0","0","0","0","0","0","0","2015","Other","0","0","0"
"2009 NE 117TH ST","98125","5","2","0","0","0","0","0","0","0","0","0","2005","Other","0","0","0"
"1924 3RD AVE W","98119","7","2","0","0","0","0","0","0","0","0","0","2014","Other","0","0","0"
"2018 TAYLOR AVE N","98109","7","1","0","0","0","0","0","0","0","0","0","2018","Other","0","0","0"
"3500 6TH AVE W","98119","7","2","0","0","0","0","0","0","0","0","0","2009","Other","0","0","0"
"8110 15TH AVE SW","98106","1","4","0","2","0","0","0","0","0","0","0","2024;2025","Other","0","0","0"
"1014 N 48TH ST","98103","4","1","0","0","0","0","0","0","0","0","0","2025","Other","0","0","0"
"640 NW 75TH ST","98117","6","1","0","0","0","0","0","0","0","0","0","2020","Other","0","0","0"
"820 25TH AVE S","98144","3","1","0","0","0","0","0","0","0","0","0","2018","Other","0","0","0"
"505 FIFTH AVE S","","","1","0","0","0","0","0","0","0","0","1","2020","Other","0","0","0"
"2209 E THOMAS ST","98112","3","2","0","0","0","0","0","0","0","0","0","2019","Other","0","0","0"
"4001 SW GRAHAM ST","98136","1","1","0","0","0","0","0","0","0","0","0","2022","Other","0","0","0"
"112 BELLEVUE AVE E","98102","3","2","0","0","0","0","0","0","0","0","2","2019;2024","Other","0","0","0"
"6022 51ST PL S","98118","2","1","0","0","0","0","0","0","0","0","0","2009","Other","0","0","0"
"3920 ASHWORTH AVE N","98103","4","2","0","0","0","0","0","0","0","0","0","2005","Other","0","0","0"
"5501 S CLOVERDALE ST","98118","2","19","0","0","0","0","1","0","0","0","0","2004;2006;2007;2008;2010","Other","0","0","0"
"12729 23RD AVE NE","98125","5","3","0","0","0","0","0","0","0","0","0","2010","Other","0","0","0"
"1911 6TH AVE W","98119","7","1","0","0","0","0","0","0","0","0","0","2022","Other","0","0","0"
"9923 39TH AVE SW","98136","1","1","0","0","0","0","0","0","0","0","0","2025","Other","0","0","0"
"603 AURORA AVE N","98109","7","1","0","0","0","0","0","0","0","0","0","2021","Other","0","0","0"
"3047 64TH AVE SW","98116","1","1","0","1","0","0","0","0","0","0","0","2007","Other","0","0","0"
"1709 SW WEBSTER ST","98106","1","1","0","0","0","0","0","0","0","0","0","2009","Other","0","0","0"
"2102 NE 81ST ST","","4","1","0","0","0","0","0","0","0","0","1","2018","Other","0","0","0"
"4401 EAST MARGINAL WAY S","98134","1","2","0","0","0","0","0","0","0","0","0","2017","Other","0","0","0"
"930 N 86TH ST","98103","5","5","0","0","0","0","0","0","0","0","0","2004;2006;2021","Other","0","0","0"
"8408 DELRIDGE WAY SW","98106","1","1","0","0","0","0","0","0","0","0","0","2017","Other","0","0","0"
"5711 RAINIER AVE S","98118","2","1","0","0","0","0","0","0","0","0","0","2005","Other","0","0","0"
"1312 S HUDSON ST","98108","2","3","0","0","0","0","0","0","0","0","0","2013;2022","Other","0","0","0"
"4619 AURORA AVE N","98103","6","1","0","0","0","0","0","0","0","0","0","2020","Other","0","0","0"
"1598 TAYLOR AVE N","","7","1","0","0","0","0","0","0","0","0","1","2022","Other","0","0","0"
"8103 DELRIDGE WAY SW","98106","1","3","0","0","0","0","0","0","0","0","0","2016;2022;2024","Other","0","0","0"
"812 S ORCAS ST","98108","1","1","0","0","0","0","0","0","0","0","0","2008","Other","0","0","0"
"1013 8TH AVE","98104","7","11","0","1","0","0","0","0","0","0","1","2006;2007;2021;2022;2025","Other","0","0","0"
"10711 MERIDIAN AVE N","98133","5","1","0","0","0","0","0","0","0","0","0","2018","Other","0","0","0"
"10215 35TH AVE SW","98146","1","3","0","0","0","0","0","0","0","0","0","2007;2012","Other","0","0","0"
"11440 35TH AVE SW","98146","1","5","0","0","0","0","0","0","0","0","0","2007;2023;2024;2025","Other","0","0","0"
"1807 20TH AVE S","98144","2","2","0","0","0","0","0","0","0","0","0","2014;2023","Other","0","0","0"
"5609 34TH AVE SW","98126","1","2","0","0","0","0","0","0","0","0","0","2006;2008","Other","0","0","0"
"6416 15TH AVE NW","98107","6","44","0","0","0","0","0","0","0","0","8","2019;2020;2021;2025","Other","0","0","0"
"3615 NE 73RD PL","98115","4","1","0","0","0","0","0","0","0","0","1","2025","Other","0","0","0"
"4556 50TH AVE SW","98116","1","1","0","0","0","0","0","0","0","0","1","2025","Other","0","0","0"
"7716 12TH AVE SW","98106","1","2","0","0","0","0","0","0","0","0","0","2009;2023","Other","0","0","0"
"5267 SW COLLEGE ST","98116","1","2","0","0","0","0","0","0","0","0","0","2017;2018","Other","0","0","0"
"2653 THORNDYKE AVE W","98199","7","2","0","0","0","0","0","0","0","0","0","2005","Other","0","0","0"
"9051 MARY AVE NW","98117","5","1","0","0","0","0","0","0","0","0","1","2023","Other","0","0","0"
"5217 21ST AVE NE","98105","4","3","0","0","0","0","0","0","0","0","0","2006;2017","Other","0","0","0"
"9545 6TH AVE NW","98117","5","2","0","0","0","0","0","0","0","0","0","2008","Other","0","0","0"
"312 11TH AVE","98122","2","4","0","1","0","0","0","0","0","1","1","2015;2017;2019;2021","Other","0","0","0"
"5543 30TH AVE NE","98105","4","2","0","0","0","0","0","0","0","0","0","2025","Other","0","0","0"
"4514 SW ROXBURY ST","98136","1","1","0","0","0","0","0","0","0","0","0","2021","Other","0","0","0"
"4516 49TH AVE SW","98116","1","1","0","0","0","0","0","0","0","0","0","2023","Other","0","0","0"
"6216 17TH AVE NW","98107","6","2","0","0","0","0","0","0","0","0","1","2024","Other","0","0","0"
"4435 GREENWOOD AVE N","","","1","0","0","0","0","0","0","0","0","1","2022","Other","0","0","0"
"2723 36TH AVE SW","98126","1","1","0","0","0","0","0","0","0","0","0","2020","Other","0","0","0"
"7344 34TH AVE SW","98126","1","2","0","0","0","0","0","0","0","0","0","2008","Other","0","0","0"
"3440 E SPRUCE ST","98122","3","2","0","0","0","0","0","0","0","0","2","2021;2022","Other","0","0","0"
"1516 NW 61ST ST","98107","6","7","0","0","0","0","0","0","0","0","0","2015;2016","Other","0","0","0"
"6706 CLEOPATRA PL NW","98117","6","2","0","0","0","0","0","0","0","0","0","2006","Other","0","0","0"
"8821 42ND AVE S","98118","2","2","0","0","0","0","0","0","0","0","0","2005","Other","0","0","0"
"204 BELMONT AVE E","98102","3","1","0","0","0","0","0","0","0","0","0","2013","Other","0","0","0"
"1527 30TH AVE S","98144","2","3","0","0","0","0","0","0","0","0","0","2007;2013;2021","Other","0","0","0"
"6722 14TH AVE NW","98117","6","3","0","1","0","0","0","0","0","0","0","2005;2021","Other","0","0","0"
"4210 S CHICAGO ST","98118","2","1","0","0","0","0","0","0","0","0","0","2025","Other","0","0","0"
"309 NW 39TH ST","98107","6","6","0","0","1","0","0","0","0","0","2","2013;2014;2020;2023;2025","Other","0","0","0"
"6284 STANLEY AVE S","98108","1","1","0","0","0","0","0","0","0","0","0","2014","Other","0","0","0"
"4256 1ST AVE NW","98107","6","2","0","0","0","0","0","0","0","0","0","2020","Other","0","0","0"
"4734 17TH AVE NE","98105","4","5","0","0","0","0","0","0","0","0","0","2016;2018;2022","Other","0","0","0"
"5471 S OTHELLO ST","98118","2","2","0","0","2","0","0","0","0","0","0","2016","Other","0","0","0"
"6519 16TH AVE SW","98106","1","1","0","0","0","0","0","0","0","0","0","2020","Other","0","0","0"
"943 NW 60TH ST","98107","6","3","0","0","0","0","0","0","0","0","0","2014;2024","Other","0","0","0"
"740 YESLER WAY","98104","2","1","0","0","0","0","0","0","0","0","1","2025","Other","0","0","0"
"2835 EASTLAKE AVE E","98102","3","1","0","0","0","0","0","0","0","0","0","2025","Other","0","0","0"
